,Entity,Code,Year,All_ages,50_69,15_49,70_plus
3359,Low SDI,,2017,45.56613786,218.7771222,10.43923043,827.2297271
3360,Low-middle SDI,,1990,71.44662001,363.3138315,19.35359146,1177.588456
3361,Low-middle SDI,,1991,72.04093273,364.8043105,19.30299219,1184.875154
3362,Low-middle SDI,,1992,72.11367383,363.8520355,19.21501313,1184.874286
3363,Low-middle SDI,,1993,71.79459283,360.1815941,19.07510143,1178.400489
3364,Low-middle SDI,,1994,71.58252372,357.5256726,18.96960098,1170.904002
3365,Low-middle SDI,,1995,70.86156108,352.0703347,18.73836932,1154.853341
3366,Low-middle SDI,,1996,70.90605993,351.0160584,18.6994046,1147.021961
3367,Low-middle SDI,,1997,72.39055733,356.584878,18.93847686,1166.000304
3368,Low-middle SDI,,1998,71.91199907,350.7588065,18.62596688,1161.764779
3369,Low-middle SDI,,1999,70.10555805,336.6046352,18.45854348,1130.933533
3370,Low-middle SDI,,2000,69.51625034,330.5664004,18.14218994,1120.707257
3371,Low-middle SDI,,2001,68.86688208,324.2071249,17.56601284,1106.982251
3372,Low-middle SDI,,2002,67.81103796,316.0056303,17.07635128,1082.173317
3373,Low-middle SDI,,2003,66.52581592,306.6429623,16.46249418,1054.389949
3374,Low-middle SDI,,2004,64.7266148,294.9348825,15.89272138,1014.173436
3375,Low-middle SDI,,2005,64.2773092,288.9907224,15.68309888,995.1972328
3376,Low-middle SDI,,2006,63.92088605,283.0867974,15.51209887,978.1343966
3377,Low-middle SDI,,2007,63.59183386,278.2805266,15.30618459,959.5438595
3378,Low-middle SDI,,2008,63.68115253,274.3166883,15.13422204,953.0559018
3379,Low-middle SDI,,2009,63.8955143,271.2252781,14.93112241,948.4110013
3380,Low-middle SDI,,2010,63.83257971,267.3312426,14.67047207,938.1563177
3381,Low-middle SDI,,2011,63.64584042,263.7761296,14.39566155,924.1751235
3382,Low-middle SDI,,2012,63.215529,259.9663268,14.0098992,905.8679634
3383,Low-middle SDI,,2013,62.33421058,253.6699859,13.47273223,884.30435
3384,Low-middle SDI,,2014,61.41241772,246.5463872,13.00526052,863.4602182
3385,Low-middle SDI,,2015,60.79460674,242.0846436,12.55252191,842.5090038
3386,Low-middle SDI,,2016,60.73057484,238.4987974,12.18393241,834.1294961
3387,Low-middle SDI,,2017,60.24581643,232.438701,11.80886148,821.1344201
3724,Middle SDI,,1990,74.38606639,306.0450609,16.20768355,1200.210998
3725,Middle SDI,,1991,75.54943268,306.0527765,16.31139439,1208.038325
3726,Middle SDI,,1992,76.7378151,304.5590879,16.60539668,1216.828261
3727,Middle SDI,,1993,77.72595898,302.9743481,16.77391892,1219.112308
3728,Middle SDI,,1994,78.63948518,301.062716,16.97567172,1218.35237
3729,Middle SDI,,1995,79.6741525,299.115066,17.28719005,1216.589204
3730,Middle SDI,,1996,80.97207425,297.8287908,17.55098213,1216.770117
3731,Middle SDI,,1997,82.02651296,295.0027827,17.67717643,1212.879039
3732,Middle SDI,,1998,83.16306044,291.2635815,17.6493495,1216.263225
3733,Middle SDI,,1999,84.03301451,285.842171,17.75004849,1206.302373
3734,Middle SDI,,2000,85.36596263,284.0106032,17.72366798,1203.771861
3735,Middle SDI,,2001,85.72252035,278.7519861,16.82817352,1193.090172
3736,Middle SDI,,2002,86.72629458,275.5858165,16.22889492,1187.225383
3737,Middle SDI,,2003,87.95687269,271.4024843,15.5282797,1189.459116
3738,Middle SDI,,2004,87.91482877,262.9302644,15.23315146,1163.992741
3739,Middle SDI,,2005,87.14937469,253.3801803,14.97458704,1127.189371
3740,Middle SDI,,2006,85.77010757,243.6417864,14.55405647,1081.921535
3741,Middle SDI,,2007,85.44876824,237.0266256,14.34125687,1052.963019
3742,Middle SDI,,2008,86.3954782,233.1691095,14.41980377,1045.186491
3743,Middle SDI,,2009,87.50207293,229.5939151,14.50280285,1042.61541
3744,Middle SDI,,2010,88.65095751,227.4513789,14.5105642,1036.391666
3745,Middle SDI,,2011,89.0008097,225.3211024,14.42972199,1011.449995
3746,Middle SDI,,2012,89.09349589,223.2932697,14.44233042,977.982445
3747,Middle SDI,,2013,88.52417999,220.0533795,14.27209624,936.0404417
3748,Middle SDI,,2014,89.98674757,221.3211864,14.03781397,922.031537
3749,Middle SDI,,2015,92.48556883,224.2371748,13.79278138,921.8305818
3750,Middle SDI,,2016,94.18160368,222.9714538,13.56741253,918.2005016
3751,Middle SDI,,2017,94.57911636,215.4830392,13.31090345,911.7285059
4116,North Africa and Middle East,,1990,58.71964009,345.0255489,16.1241752,909.305158
4117,North Africa and Middle East,,1991,58.714329,344.3735656,16.07235596,903.9714144
4118,North Africa and Middle East,,1992,58.32337067,341.5131955,15.86240103,896.4135871
4119,North Africa and Middle East,,1993,58.41662017,340.7575,15.90584791,896.807811
4120,North Africa and Middle East,,1994,58.44460506,338.7157769,15.98415777,891.7461933
4121,North Africa and Middle East,,1995,57.81695255,332.3804117,15.79713101,876.6396852
4122,North Africa and Middle East,,1996,56.94558533,324.1876859,15.57864733,858.2798979
4123,North Africa and Middle East,,1997,56.50993071,318.17259,15.49031578,847.5942175
4124,North Africa and Middle East,,1998,55.49585271,308.5375714,14.98938629,830.1944617
4125,North Africa and Middle East,,1999,54.76901806,300.1948517,14.60131269,813.1560214
4126,North Africa and Middle East,,2000,53.50395065,288.3912812,14.10155428,790.5176987
4127,North Africa and Middle East,,2001,53.05816285,281.4040941,13.76525811,777.9807772
4128,North Africa and Middle East,,2002,52.67843154,276.0519431,13.34190009,765.0971142
4129,North Africa and Middle East,,2003,52.22910407,269.3027634,13.05455373,752.2826145
4130,North Africa and Middle East,,2004,51.59102988,261.3493046,12.75661734,737.4507071
4131,North Africa and Middle East,,2005,51.4040986,254.4154758,12.4700174,738.0344114
4132,North Africa and Middle East,,2006,51.44059259,249.4103068,12.26683975,736.3082012
4133,North Africa and Middle East,,2007,50.75926044,241.9188133,11.94598114,724.3527771
4134,North Africa and Middle East,,2008,50.46991858,237.4918869,11.77034409,715.9287377
4135,North Africa and Middle East,,2009,50.95727356,236.8954462,11.70790508,718.1257678
4136,North Africa and Middle East,,2010,50.92411988,231.8519711,11.56348799,714.1151328
4137,North Africa and Middle East,,2011,50.8091226,226.9000197,11.44264841,706.5875511
4138,North Africa and Middle East,,2012,50.56027203,221.2865191,11.26859399,696.7017297
4139,North Africa and Middle East,,2013,50.37956841,215.6248511,11.10473014,690.3785522
4140,North Africa and Middle East,,2014,50.45871922,210.8889686,10.98719021,685.2229652
4141,North Africa and Middle East,,2015,50.67202673,207.5468448,10.94795074,675.4343372
4142,North Africa and Middle East,,2016,50.57107198,203.5519781,10.90152337,660.601518
4143,North Africa and Middle East,,2017,50.6327771,200.438128,10.94089282,647.1422892
4144,North America,,1990,216.6689031,477.6237176,20.99307702,1506.016231
4145,North America,,1991,209.7560782,459.5672955,20.50855193,1449.517506
4146,North America,,1992,202.0951085,437.5391257,20.02444242,1390.001783
4147,North America,,1993,200.5571142,427.1390216,19.98040527,1374.905766
4148,North America,,1994,195.0741066,408.232353,19.49793097,1337.031309
4149,North America,,1995,191.7809149,393.8316181,19.27358297,1313.768243
4150,North America,,1996,185.9939176,374.4622504,18.80925446,1277.656991
4151,North America,,1997,180.7116502,351.7440297,18.20016754,1245.319916
4152,North America,,1998,176.9529289,333.0969172,17.57382484,1223.907613
4153,North America,,1999,174.9467783,320.4163,17.31443873,1215.973329
4154,North America,,2000,171.4792804,306.0778712,17.14453152,1192.241085
4155,North America,,2001,168.4923845,293.804667,17.05199211,1172.571062
4156,North America,,2002,165.9092033,283.9990485,16.8506952,1155.725362
4157,North America,,2003,162.651769,274.2705996,16.47112869,1131.446197
4158,North America,,2004,156.725843,259.9618974,15.62605984,1091.502765
4159,North America,,2005,155.2558745,252.8045855,15.25833695,1078.698895
4160,North America,,2006,151.1291139,242.4792883,14.51672907,1046.727368
4161,North America,,2007,147.0465818,233.2947443,13.49465132,1015.104596
4162,North America,,2008,144.5305973,226.6351642,12.6539706,991.910547
4163,North America,,2009,140.9095579,219.1517151,11.85478098,959.071962
4164,North America,,2010,136.727838,208.986822,10.81285944,924.2416831
4165,North America,,2011,135.5886991,204.1538781,10.18145059,907.9434083
4166,North America,,2012,133.7073166,199.8279124,9.50244979,882.1685546
4167,North America,,2013,132.222051,195.5531567,8.929973101,855.2771852
4168,North America,,2014,131.1166456,192.712343,8.516590482,830.8160852
4169,North America,,2015,130.3780882,190.5365453,8.220036669,809.4907713
4170,North America,,2016,130.6819324,191.7228965,8.163465897,793.2518252
4171,North America,,2017,130.6511297,189.7756889,7.978228245,771.528806
4228,Northern Ireland,,1990,252.6078041,514.7343531,19.55891737,1859.676822
4229,Northern Ireland,,1991,240.210317,481.2032709,18.80349466,1764.066438
4230,Northern Ireland,,1992,228.2721782,445.9601909,16.82770987,1682.274963
4231,Northern Ireland,,1993,230.8156374,439.573815,16.35010355,1703.518526
4232,Northern Ireland,,1994,218.078726,406.0801341,15.48169109,1604.737021
4233,Northern Ireland,,1995,213.2320276,382.8520406,14.94136249,1579.377356
4234,Northern Ireland,,1996,199.1435001,343.7847761,13.69618807,1483.393549
4235,Northern Ireland,,1997,189.8759848,319.512139,13.08846458,1407.188039
4236,Northern Ireland,,1998,184.0494723,300.7650152,13.10292016,1362.261554
4237,Northern Ireland,,1999,180.4420692,286.56084,12.74997666,1337.783834
4238,Northern Ireland,,2000,166.8260251,260.7232133,11.69931906,1229.547796
4239,Northern Ireland,,2001,154.0857517,237.8921658,10.99670916,1123.155908
4240,Northern Ireland,,2002,152.5424082,236.7810766,10.92296223,1094.003597
4241,Northern Ireland,,2003,144.5978154,219.5087056,9.89017379,1035.927646
4242,Northern Ireland,,2004,139.6893321,212.9246734,9.634855003,986.5996805
4243,Northern Ireland,,2005,133.7223652,203.2312995,9.543252662,933.334895
4244,Northern Ireland,,2006,132.7085239,200.2149116,9.844178451,914.5217138
4245,Northern Ireland,,2007,129.8916413,193.4460015,9.812090248,887.1845003
4246,Northern Ireland,,2008,125.808436,184.6363721,9.497544384,854.6428576
4247,Northern Ireland,,2009,122.0763165,179.4290235,9.040227514,818.024592
4248,Northern Ireland,,2010,122.1971044,179.7160255,8.935429112,808.2124768
4249,Northern Ireland,,2011,118.0378094,170.6438021,8.05691732,780.0310444
4250,Northern Ireland,,2012,115.9202973,164.841254,7.700998688,760.3468848
4251,Northern Ireland,,2013,113.9224046,159.1891237,7.23992422,736.9515108
4252,Northern Ireland,,2014,112.1613822,152.584747,6.840765028,717.1160323
4253,Northern Ireland,,2015,114.914602,152.9965128,6.907547137,724.440779
4254,Northern Ireland,,2016,114.4395009,152.0054235,6.728313631,707.5475283
4255,Northern Ireland,,2017,114.047396,149.52303,6.48025334,692.0411588
4312,Oceania,,1990,110.8597286,718.995809,54.88949472,1492.147694
4313,Oceania,,1991,109.6581564,710.585055,54.65531077,1486.806691
4314,Oceania,,1992,108.2687715,701.4694341,54.17559434,1474.445361
4315,Oceania,,1993,106.661545,691.2174343,53.47648837,1460.398597
4316,Oceania,,1994,105.2521526,681.954668,52.755493,1451.2888
4317,Oceania,,1995,104.142082,674.0297715,52.27791062,1442.364516
4318,Oceania,,1996,103.1538586,663.4173782,51.86450901,1443.286317
4319,Oceania,,1997,102.7091818,657.4799894,51.90204649,1439.836712
4320,Oceania,,1998,102.0569916,650.3558871,52.01627366,1430.296558
4321,Oceania,,1999,102.1824268,648.8259645,52.62420952,1430.068758
4322,Oceania,,2000,102.3659771,649.6599726,53.2392142,1429.624617
4323,Oceania,,2001,102.3956979,646.8316823,53.56475074,1424.184197
4324,Oceania,,2002,102.7894333,644.973414,54.05927026,1423.682723
4325,Oceania,,2003,103.5771584,645.6326362,54.81329047,1422.989442
4326,Oceania,,2004,104.2766502,645.2350221,55.57286627,1416.099637
4327,Oceania,,2005,105.2242731,646.0022523,56.34242237,1411.763912
4328,Oceania,,2006,106.251998,647.3645427,56.94668572,1408.500782
4329,Oceania,,2007,106.9950999,646.1164091,57.24968604,1404.233295
4330,Oceania,,2008,107.5035564,643.1049585,57.2803488,1398.638673
4331,Oceania,,2009,107.714662,637.9535709,57.04748046,1390.725586
4332,Oceania,,2010,108.0261619,633.3976444,56.78430162,1383.68598
4333,Oceania,,2011,108.2792195,629.0211883,56.41346225,1378.441747
4334,Oceania,,2012,108.5065851,623.5828838,55.93954613,1373.953662
4335,Oceania,,2013,108.5780771,616.824552,55.31338013,1369.155964
4336,Oceania,,2014,108.4956981,608.7894563,54.61141821,1362.119718
4337,Oceania,,2015,108.4150873,600.2085984,53.89518873,1357.407352
4338,Oceania,,2016,108.4724225,592.579907,53.29132712,1348.668977
4339,Oceania,,2017,108.6038851,586.8176399,52.82832593,1334.158333
4900,Scotland,,1990,383.8276988,685.715649,27.32375075,2209.938411
4901,Scotland,,1991,373.9998202,649.4561516,26.69127331,2179.25325
4902,Scotland,,1992,366.5387621,616.3667488,25.42466005,2165.416361
4903,Scotland,,1993,369.9796709,606.0290463,25.17655513,2203.207192
4904,Scotland,,1994,349.9003921,560.7236345,23.27254696,2091.195404
4905,Scotland,,1995,342.3470308,533.1327177,22.94845563,2053.528465
4906,Scotland,,1996,339.1339913,513.2221818,22.86316387,2045.137486
4907,Scotland,,1997,324.9937006,472.2460453,21.50857587,1975.155014
4908,Scotland,,1998,316.20391,443.6411374,20.70076322,1933.967811
4909,Scotland,,1999,312.8315677,425.5891105,19.88197407,1923.972324
4910,Scotland,,2000,293.925169,388.9968592,18.54549346,1813.429266
4911,Scotland,,2001,285.970731,372.3218575,18.49268934,1757.046321
4912,Scotland,,2002,281.585182,363.7540222,17.78496478,1721.784089
4913,Scotland,,2003,272.2932021,346.0041719,16.76826727,1666.616438
4914,Scotland,,2004,259.3701646,325.936957,16.06051243,1582.549606
4915,Scotland,,2005,249.5828981,310.3571363,15.57481029,1514.920247
4916,Scotland,,2006,248.9851116,309.1608467,15.85880137,1496.198192
4917,Scotland,,2007,244.1363933,298.1171438,15.32476762,1463.550796
4918,Scotland,,2008,240.3139911,288.9075604,15.12888784,1434.470416
4919,Scotland,,2009,231.0749725,273.6699757,13.96705589,1374.127749
4920,Scotland,,2010,227.7366769,266.4834569,13.3762862,1345.48499
4921,Scotland,,2011,224.263429,255.1693334,12.97266218,1326.006556
4922,Scotland,,2012,220.1357267,244.3886434,12.27892179,1299.999904
4923,Scotland,,2013,219.5337287,240.7292141,12.16315972,1282.214982
4924,Scotland,,2014,213.1180368,229.7646743,11.62419307,1230.696487
4925,Scotland,,2015,217.0237821,231.8047857,11.95179493,1233.301367
4926,Scotland,,2016,218.3852277,233.8104255,12.28787465,1218.944752
4927,Scotland,,2017,215.9004766,230.2999945,12.04720161,1169.821532
5208,South Asia,,1990,74.05423579,382.1063781,19.42634386,1289.234742
5209,South Asia,,1991,74.06595663,380.0731058,19.24048904,1286.91898
5210,South Asia,,1992,73.86650784,377.5802362,18.98396001,1280.984276
5211,South Asia,,1993,73.11716363,372.0823972,18.65140197,1263.479615
5212,South Asia,,1994,72.48916276,367.0332224,18.35531721,1246.184828
5213,South Asia,,1995,71.48878883,359.3979184,17.980383,1223.481848
5214,South Asia,,1996,71.63020854,359.0167976,17.95041613,1208.685236
5215,South Asia,,1997,73.84107302,367.8674151,18.20133512,1234.719694
5216,South Asia,,1998,72.81232299,358.2272894,17.59441909,1219.176305
5217,South Asia,,1999,69.60769739,334.8993382,17.47509703,1156.781147
5218,South Asia,,2000,68.78698404,325.3652215,17.09328333,1141.899254
5219,South Asia,,2001,67.95968982,315.1526328,16.41160742,1124.812346
5220,South Asia,,2002,66.38479814,301.9126327,15.89318166,1086.484473
5221,South Asia,,2003,64.50431664,289.0760692,15.19305916,1038.714907
5222,South Asia,,2004,61.69582905,271.1479696,14.3895894,977.7348928
5223,South Asia,,2005,61.68983627,265.3347358,14.27097049,961.5191187
5224,South Asia,,2006,62.27178789,262.301703,14.30255621,953.1552891
5225,South Asia,,2007,63.18093429,262.2781657,14.43759096,942.3670173
5226,South Asia,,2008,64.00564336,260.162923,14.35701355,940.2342139
5227,South Asia,,2009,64.43325273,257.0103598,14.11822028,931.55908
5228,South Asia,,2010,64.86544111,254.6684181,13.8098477,922.32872
5229,South Asia,,2011,65.25814379,252.5336808,13.6201554,910.7176027
5230,South Asia,,2012,65.43545123,250.2747003,13.29343368,896.48943
5231,South Asia,,2013,64.94252849,244.3484635,12.72906814,879.3758116
5232,South Asia,,2014,64.17102587,236.7367923,12.17607831,859.8314773
5233,South Asia,,2015,63.74226909,231.2780338,11.77880049,840.552171
5234,South Asia,,2016,64.10942165,227.9148617,11.54393752,834.4175744
5235,South Asia,,2017,63.81463435,221.7957223,11.15106284,819.8157846
5292,Southeast Asia,,1990,74.91971857,355.3103854,20.98360072,1235.563587
5293,Southeast Asia,,1991,75.25404929,352.925148,20.83958666,1231.036707
5294,Southeast Asia,,1992,76.08991428,353.1581604,20.85995125,1233.421834
5295,Southeast Asia,,1993,76.51729441,351.6021325,20.75985018,1227.866494
5296,Southeast Asia,,1994,77.16473226,351.5439551,20.89356902,1218.53241
5297,Southeast Asia,,1995,77.92861706,350.6733553,21.11338242,1212.768296
5298,Southeast Asia,,1996,78.45693265,348.3256508,21.083768,1205.439493
5299,Southeast Asia,,1997,78.42757365,343.2784505,20.78529367,1190.647522
5300,Southeast Asia,,1998,78.84117383,339.5371442,20.74985651,1178.870923
5301,Southeast Asia,,1999,79.94606811,337.8731154,20.82475216,1179.720697
5302,Southeast Asia,,2000,80.8816113,335.9700085,20.81612231,1179.000747
5303,Southeast Asia,,2001,81.28267554,330.8729388,20.58784202,1170.195429
5304,Southeast Asia,,2002,82.0513623,326.3022152,20.54537591,1166.169342
5305,Southeast Asia,,2003,82.60438492,320.8722258,20.45740288,1157.801682
5306,Southeast Asia,,2004,83.2890496,316.1963651,20.43518454,1149.008243
5307,Southeast Asia,,2005,83.92812158,310.9470213,20.34553516,1141.208309
5308,Southeast Asia,,2006,84.57556132,305.4586463,20.16693202,1131.695458
5309,Southeast Asia,,2007,85.05730249,299.389077,19.9862915,1120.304744
5310,Southeast Asia,,2008,85.73099954,294.6392882,19.98070734,1106.842673
5311,Southeast Asia,,2009,86.16665841,289.5372346,19.94456288,1088.81132
5312,Southeast Asia,,2010,86.46477587,284.0716436,19.78732839,1071.180137
5313,Southeast Asia,,2011,86.83435662,279.5036086,19.52033003,1053.76804
5314,Southeast Asia,,2012,87.05222408,274.8864674,19.23368665,1034.888248
5315,Southeast Asia,,2013,87.11967254,270.2350622,18.9078104,1013.663894
5316,Southeast Asia,,2014,87.62865746,267.1611953,18.6389091,997.0769525
5317,Southeast Asia,,2015,88.31155291,264.7983389,18.4972324,979.3313166
5318,Southeast Asia,,2016,88.88278058,261.6906355,18.17091185,961.7958582
5319,Southeast Asia,,2017,89.2156118,258.5884886,17.79660673,940.3550316
5320,"Southeast Asia, East Asia, and Oceania",,1990,95.54090138,339.5625701,17.4760283,1503.376522
5321,"Southeast Asia, East Asia, and Oceania",,1991,97.81270169,341.6930875,17.91050801,1522.006669
5322,"Southeast Asia, East Asia, and Oceania",,1992,99.72741038,340.7792195,18.6190646,1531.403695
5323,"Southeast Asia, East Asia, and Oceania",,1993,101.3713024,339.5599919,19.15514217,1532.487172
5324,"Southeast Asia, East Asia, and Oceania",,1994,102.9065582,337.6409011,19.59872509,1533.042883
5325,"Southeast Asia, East Asia, and Oceania",,1995,104.8946713,337.138333,20.33110044,1531.787767
5326,"Southeast Asia, East Asia, and Oceania",,1996,106.6914951,334.2200015,20.77576168,1529.73394
5327,"Southeast Asia, East Asia, and Oceania",,1997,107.9161968,327.7666852,20.91738324,1522.412771
5328,"Southeast Asia, East Asia, and Oceania",,1998,110.12144,323.9027565,21.00975873,1534.019134
5329,"Southeast Asia, East Asia, and Oceania",,1999,111.8668033,318.433866,21.13671944,1522.510195
5330,"Southeast Asia, East Asia, and Oceania",,2000,113.8698607,316.554601,21.05570691,1515.00992
5331,"Southeast Asia, East Asia, and Oceania",,2001,114.9991979,311.9405744,19.8116285,1505.140427
5332,"Southeast Asia, East Asia, and Oceania",,2002,116.9092694,309.2307544,18.74784419,1503.65648
5333,"Southeast Asia, East Asia, and Oceania",,2003,119.3244609,306.124011,17.56440242,1513.388685
5334,"Southeast Asia, East Asia, and Oceania",,2004,119.9732029,297.3662117,17.29747343,1484.096243
5335,"Southeast Asia, East Asia, and Oceania",,2005,118.0779837,282.9574882,16.95486069,1423.8421
5336,"Southeast Asia, East Asia, and Oceania",,2006,115.2773262,268.4820895,16.3484165,1353.734904
5337,"Southeast Asia, East Asia, and Oceania",,2007,114.7033135,259.7792407,16.17362686,1314.095187
5338,"Southeast Asia, East Asia, and Oceania",,2008,115.6930246,254.5416291,16.4830491,1297.528961
5339,"Southeast Asia, East Asia, and Oceania",,2009,117.5845367,250.9863834,16.89564003,1297.103237
5340,"Southeast Asia, East Asia, and Oceania",,2010,119.7651243,250.5262211,17.22350168,1292.118872
5341,"Southeast Asia, East Asia, and Oceania",,2011,121.3681761,251.6572146,17.3402133,1270.771968
5342,"Southeast Asia, East Asia, and Oceania",,2012,122.5054891,252.7912755,17.51301403,1236.388227
5343,"Southeast Asia, East Asia, and Oceania",,2013,122.2629337,251.9462264,17.50350512,1181.47987
5344,"Southeast Asia, East Asia, and Oceania",,2014,125.9346169,258.4247096,17.386332,1171.913744
5345,"Southeast Asia, East Asia, and Oceania",,2015,130.8022094,265.2567635,17.17966587,1177.526975
5346,"Southeast Asia, East Asia, and Oceania",,2016,133.8825576,264.1212207,16.89541855,1175.030239
5347,"Southeast Asia, East Asia, and Oceania",,2017,134.4199966,252.3267006,16.60254975,1168.457667
5348,Southern Latin America,,1990,136.3227781,424.6214996,24.54527519,1131.784709
5349,Southern Latin America,,1991,129.8565365,404.4546605,23.29205488,1065.244206
5350,Southern Latin America,,1992,128.4014242,399.2490699,22.80905278,1040.921479
5351,Southern Latin America,,1993,125.130419,386.4251004,21.81423956,1007.268157
5352,Southern Latin America,,1994,121.5263351,373.4595105,21.23455931,963.1302063
5353,Southern Latin America,,1995,120.8111504,367.5003098,20.60346408,950.75355
5354,Southern Latin America,,1996,121.1482753,366.0186183,20.36135344,941.126989
5355,Southern Latin America,,1997,121.1331242,360.0910844,19.82996432,939.3118566
5356,Southern Latin America,,1998,121.7167631,353.9244533,19.18329154,949.0729247
5357,Southern Latin America,,1999,122.8134306,350.3729759,18.95177484,957.9264369
5358,Southern Latin America,,2000,117.8803256,331.3210402,17.88913332,915.2238772
5359,Southern Latin America,,2001,118.6355682,328.9179596,17.4744277,916.7014179
5360,Southern Latin America,,2002,120.3151356,329.813616,17.08235847,926.5341373
5361,Southern Latin America,,2003,121.5863398,326.7853707,16.63573115,941.1675579
5362,Southern Latin America,,2004,118.5013252,313.3099774,15.73200447,918.3064049
5363,Southern Latin America,,2005,116.5537009,304.8631813,15.22236096,896.3075175
5364,Southern Latin America,,2006,115.649113,298.8590522,14.85322633,881.6197712
5365,Southern Latin America,,2007,118.1818039,301.9479913,14.78091648,893.8927362
5366,Southern Latin America,,2008,113.6687232,288.9817768,14.12388975,846.8401676
5367,Southern Latin America,,2009,113.3887247,284.8989191,14.10633977,836.0627609
5368,Southern Latin America,,2010,112.1807639,275.5039415,13.42875481,830.8299237
5369,Southern Latin America,,2011,111.2452486,269.8895392,12.99584935,818.5321381
5370,Southern Latin America,,2012,109.9543943,265.2984203,12.65245269,797.9716779
5371,Southern Latin America,,2013,108.4437446,259.3283579,12.3379388,777.2630207
5372,Southern Latin America,,2014,105.1311777,247.8682027,11.61686806,748.6392987
5373,Southern Latin America,,2015,104.0781935,242.8261161,11.28391946,733.1267409
5374,Southern Latin America,,2016,103.4920507,239.6796654,11.174643,718.4178102
5375,Southern Latin America,,2017,102.2054005,234.8405086,11.14520941,698.8392883
5376,Southern Sub-Saharan Africa,,1990,68.60115324,330.318084,30.2472796,952.9652881
5377,Southern Sub-Saharan Africa,,1991,68.32408471,326.3906348,29.56967777,943.2742407
5378,Southern Sub-Saharan Africa,,1992,69.28472302,328.0785742,29.9005149,944.6030708
5379,Southern Sub-Saharan Africa,,1993,68.77616188,326.8453959,27.59654399,951.0296147
5380,Southern Sub-Saharan Africa,,1994,71.2788949,340.3349881,27.48192394,980.4050455
5381,Southern Sub-Saharan Africa,,1995,72.91664152,351.3673581,27.05400204,993.5330643
5382,Southern Sub-Saharan Africa,,1996,79.01948315,384.5404069,27.09612167,1079.939138
5383,Southern Sub-Saharan Africa,,1997,85.92632978,421.1570774,29.53189707,1147.619019
5384,Southern Sub-Saharan Africa,,1998,88.79683012,435.1268705,31.41866666,1156.987488
5385,Southern Sub-Saharan Africa,,1999,89.93072389,438.3074109,33.42976837,1136.332376
5386,Southern Sub-Saharan Africa,,2000,94.59117091,455.9278046,37.6010391,1153.603975
5387,Southern Sub-Saharan Africa,,2001,91.75046504,435.9560785,35.96141479,1122.940215
5388,Southern Sub-Saharan Africa,,2002,91.95307575,430.1109859,36.57612335,1109.64791
5389,Southern Sub-Saharan Africa,,2003,91.85987296,422.2475693,37.10667142,1092.711729
5390,Southern Sub-Saharan Africa,,2004,90.73249598,411.6497647,36.89377715,1061.628455
5391,Southern Sub-Saharan Africa,,2005,89.59544313,402.858397,35.79458276,1039.750778
5392,Southern Sub-Saharan Africa,,2006,88.68734452,397.7591192,34.1193863,1025.213728
5393,Southern Sub-Saharan Africa,,2007,85.40895495,382.998329,30.85444845,994.1456307
5394,Southern Sub-Saharan Africa,,2008,82.2478268,368.4810466,27.87495536,960.9223668
5395,Southern Sub-Saharan Africa,,2009,78.66279085,352.6803779,24.59715373,924.3897536
5396,Southern Sub-Saharan Africa,,2010,74.34434643,333.1747091,21.20481022,880.5359886
5397,Southern Sub-Saharan Africa,,2011,69.89637241,312.2673868,17.97099353,836.7293885
5398,Southern Sub-Saharan Africa,,2012,66.20648886,292.6556084,15.86300302,796.7977547
5399,Southern Sub-Saharan Africa,,2013,63.04648907,275.1896497,14.56071495,755.5085921
5400,Southern Sub-Saharan Africa,,2014,60.8519566,263.0573095,13.75430594,719.470406
5401,Southern Sub-Saharan Africa,,2015,59.56534192,253.9436974,13.36266238,695.6547304
5402,Southern Sub-Saharan Africa,,2016,58.34515989,243.777297,13.50222887,665.2320412
5403,Southern Sub-Saharan Africa,,2017,55.62033307,225.5454856,14.25028863,609.6134646
5460,Sub-Saharan Africa,,1990,32.82659788,201.2615142,14.23944127,570.6646932
5461,Sub-Saharan Africa,,1991,32.54025863,200.1882887,14.13957639,567.1663264
5462,Sub-Saharan Africa,,1992,32.52303998,200.5349667,14.24212843,566.5869862
5463,Sub-Saharan Africa,,1993,32.29955553,199.9943012,14.01358658,566.66402
5464,Sub-Saharan Africa,,1994,32.31333463,201.2191422,13.96955672,569.3212025
5465,Sub-Saharan Africa,,1995,32.27574163,202.9209537,13.94645742,569.417099
5466,Sub-Saharan Africa,,1996,32.59905315,206.5899264,13.89115385,581.3383371
5467,Sub-Saharan Africa,,1997,32.81368829,209.5166998,14.00469182,587.8236874
5468,Sub-Saharan Africa,,1998,32.68851293,209.978082,14.13821926,585.1814771
5469,Sub-Saharan Africa,,1999,32.21910708,208.3237542,14.13752147,576.1365397
5470,Sub-Saharan Africa,,2000,32.156002,208.9079411,14.43421982,572.8369018
5471,Sub-Saharan Africa,,2001,31.11162535,202.2425263,13.87629543,558.8608011
5472,Sub-Saharan Africa,,2002,30.38509595,197.8094069,13.5572222,547.7713524
5473,Sub-Saharan Africa,,2003,29.7249227,193.739148,13.33130536,536.0253813
5474,Sub-Saharan Africa,,2004,28.90886637,188.9220439,12.97317453,521.4453378
5475,Sub-Saharan Africa,,2005,28.03850061,183.8033994,12.48465487,507.8037979
